Patricianite,https://en.wikipedia.org/wiki/Patricianite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Pectolite,https://en.wikipedia.org/wiki/Pectolite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Pennine,https://en.wikipedia.org/wiki/Pennine,Dickinson,Houghton,Keweenaw,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentlandite,https://en.wikipedia.org/wiki/Pentlandite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Pharmacolite,https://en.wikipedia.org/wiki/Pharmacolite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Phlogopite,https://en.wikipedia.org/wiki/Phlogopite,Dickinson,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,
Picropharmacolite,https://en.wikipedia.org/wiki/Picropharmacolite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Pigeonite,https://en.wikipedia.org/wiki/Pigeonite,Dickinson,Iron,Keweenaw,Marquette,Ontonagon,,,,,,,,,,,,,,,,,,,,
Plancheite,https://en.wikipedia.org/wiki/Plancheite,Ontonagon,,,,,,,,,,,,,,,,,,,,,,,,
Polyhalite,https://en.wikipedia.org/wiki/Polyhalite,Newaygo,Wayne,,,,,,,,,,,,,,,,,,,,,,,
Posnjakite,https://en.wikipedia.org/wiki/Posnjakite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Powellite,https://en.wikipedia.org/wiki/Powellite,Houghton,Marquette,,,,,,,,,,,,,,,,,,,,,,,
Prehnite,https://en.wikipedia.org/wiki/Prehnite,Gratiot,Houghton,Keweenaw,Ontonagon,,,,,,,,,,,,,,,,,,,,,
Prochlorite,https://en.wikipedia.org/wiki/Prochlorite,Houghton,Keweenaw,Marquette,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomalachite,https://en.wikipedia.org/wiki/Pseudomalachite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Psilomelane,https://en.wikipedia.org/wiki/Psilomelane,Calhoun,Dickinson,Gogebic,Iron,Marquette,,,,,,,,,,,,,,,,,,,,
Pumpellyite,https://en.wikipedia.org/wiki/Pumpellyite,Houghton,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,
Pyrite,https://en.wikipedia.org/wiki/Pyrite,Alger,Alpena,Antrim,Baraga,Branch,Calhoun,Clare,Dickinson,Eaton,Gogebic,Gratiot,Houghton,Huron,Iron,Jackson,Keweenaw,Marquette,Monroe,Newaygo,Ogemaw,Ontonagon,Presque Isle,Saginaw,Washtenaw,Wayne
Pyrolusite,https://en.wikipedia.org/wiki/Pyrolusite,Baraga,Calhoun,Gogebic,Iron,Keweenaw,Marquette,,,,,,,,,,,,,,,,,,,
Pyrope,https://en.wikipedia.org/wiki/Pyrope,Iron,,,,,,,,,,,,,,,,,,,,,,,,
Pyrophyllite,https://en.wikipedia.org/wiki/Pyrophyllite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Pyrostilpnite,https://en.wikipedia.org/wiki/Pyrostilpnite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhotite,https://en.wikipedia.org/wiki/Pyrrhotite,Dickinson,Houghton,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,
Quartz,https://en.wikipedia.org/wiki/Quartz,Alger,Antrim,Arenac,Charlevoix,Chippewa,Dickinson,Gogebic,Houghton,Huron,Iron,Keweenaw,Luce,Marquette,Monroe,Ontonagon,Schoolcraft,VanBuren,Wayne,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Rammelsbergite,https://en.wikipedia.org/wiki/Rammelsbergite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Rauenthalite,https://en.wikipedia.org/wiki/Rauenthalite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Rhodochrosite,https://en.wikipedia.org/wiki/Rhodochrosite,Gogebic,Houghton,Iron,Keweenaw,Marquette,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodonite,https://en.wikipedia.org/wiki/Rhodonite,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,,
Riebeckite,https://en.wikipedia.org/wiki/Riebeckite,Dickinson,Gogebic,Marquette,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutherfordine,https://en.wikipedia.org/wiki/Rutherfordine,Dickinson,,,,,,,,,,,,,,,,,,,,,,,,
Rutile,https://en.wikipedia.org/wiki/Rutile,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,,
Sanidine,https://en.wikipedia.org/wiki/Sanidine,Iron,Keweenaw,Ontonagon,,,,,,,,,,,,,,,,,,,,,,
Saponite,https://en.wikipedia.org/wiki/Saponite,Houghton,Keweenaw,Ontonagon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Scapolite,https://en.wikipedia.org/wiki/Scapolite,Dickinson,,,,,,,,,,,,,,,,,,,,,,,,
Scheelite,https://en.wikipedia.org/wiki/Scheelite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Schefferite,https://en.wikipedia.org/wiki/Schefferite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Seamanite,https://en.wikipedia.org/wiki/Seamanite,Iron,,,,,,,,,,,,,,,,,,,,,,,,
Siderite,https://en.wikipedia.org/wiki/Siderite,Alpena,Branch,Dickinson,Eaton,Gogebic,Houghton,Huron,Iron,Marquette,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Sillimanite,https://en.wikipedia.org/wiki/Sillimanite,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,,
Silver,https://en.wikipedia.org/wiki/Silver,Baraga,Dickinson,Houghton,Iron,Livingston,Marquette,Ontonagon,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Smaltite,https://en.wikipedia.org/wiki/Smaltite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Spessartite,https://en.wikipedia.org/wiki/Spessartite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Sphalerite,https://en.wikipedia.org/wiki/Sphalerite,Alpena,Baraga,Branch,Eaton,Gogebic,Huron,Iron,Keweenaw,Marquette,Ontonagon,Tuscola,,,,,,,,,,,,,,
Sphene,https://en.wikipedia.org/wiki/Sphene,Gogebic,Gratiot,Houghton,Iron,Marquette,Ontonagon,,,,,,,,,,,,,,,,,,,
Spinel,https://en.wikipedia.org/wiki/Spinel,Huron,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,
Spodumene,https://en.wikipedia.org/wiki/Spodumene,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Staurolite,https://en.wikipedia.org/wiki/Staurolite,Baraga,Dickinson,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Stilbite,https://en.wikipedia.org/wiki/Stilbite,Houghton,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,
Stilpnomelane,https://en.wikipedia.org/wiki/Stilpnomelane,Gogebic,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Strontianite,https://en.wikipedia.org/wiki/Strontianite,Alpena,Iron,Monroe,,,,,,,,,,,,,,,,,,,,,,
Sulfur,https://en.wikipedia.org/wiki/Sulfur,Monroe,,,,,,,,,,,,,,,,,,,,,,,,
Sussexite,https://en.wikipedia.org/wiki/Sussexite,Iron,,,,,,,,,,,,,,,,,,,,,,,,
Sylvite,https://en.wikipedia.org/wiki/Sylvite,Midl,Newaygo,,,,,,,,,,,,,,,,,,,,,,,
Synchisite,https://en.wikipedia.org/wiki/Synchisite,Ontonagon,,,,,,,,,,,,,,,,,,,,,,,,
Talc,https://en.wikipedia.org/wiki/Talc,Dickinson,Gogebic,Iron,Marquette,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Tellurium,https://en.wikipedia.org/wiki/Tellurium,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Tenorite,https://en.wikipedia.org/wiki/Tenorite,Keweenaw,Ontonagon,,,,,,,,,,,,,,,,,,,,,,,
Tetrahedrite,https://en.wikipedia.org/wiki/Tetrahedrite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Thomsonite,https://en.wikipedia.org/wiki/Thomsonite,Alger,Houghton,Keweenaw,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuringite,https://en.wikipedia.org/wiki/Thuringite,Houghton,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,
Tourmaline,https://en.wikipedia.org/wiki/Tourmaline,Dickinson,Houghton,Iron,Marquette,Monroe,,,,,,,,,,,,,,,,,,,,
Tremolite,https://en.wikipedia.org/wiki/Tremolite,Dickinson,Gogebic,Gratiot,Houghton,Iron,Marquette,,,,,,,,,,,,,,,,,,,
Trichalcite,https://en.wikipedia.org/wiki/Trichalcite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Tridymite,https://en.wikipedia.org/wiki/Tridymite,Ontonagon,,,,,,,,,,,,,,,,,,,,,,,,
Tyrolite,https://en.wikipedia.org/wiki/Tyrolite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Uraninite,https://en.wikipedia.org/wiki/Uraninite,Dickinson,Iron,,,,,,,,,,,,,,,,,,,,,,,
Uvarovite,https://en.wikipedia.org/wiki/Uvarovite,Genesee,,,,,,,,,,,,,,,,,,,,,,,,
Vermiculite,https://en.wikipedia.org/wiki/Vermiculite,Houghton,Keweenaw,Marquette,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Violarite,https://en.wikipedia.org/wiki/Violarite,Marquette,,,,,,,,,,,,,,,,,,,,,,,,
Vivianite,https://en.wikipedia.org/wiki/Vivianite,Eaton,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimirite,https://en.wikipedia.org/wiki/Vladimirite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Wollastonite,https://en.wikipedia.org/wiki/Wollastonite,Dickinson,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,
Wurtzite,https://en.wikipedia.org/wiki/Wurtzite,Ontonagon,,,,,,,,,,,,,,,,,,,,,,,,
Xonotlite,https://en.wikipedia.org/wiki/Xonotlite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
Zircon,https://en.wikipedia.org/wiki/Zircon,Dickinson,Houghton,Keweenaw,Marquette,Ontonagon,,,,,,,,,,,,,,,,,,,,
Zoisite,https://en.wikipedia.org/wiki/Zoisite,Dickinson,Genesee,,,,,,,,,,,,,,,,,,,,,,,
Zonochlorite,https://en.wikipedia.org/wiki/Zonochlorite,Keweenaw,,,,,,,,,,,,,,,,,,,,,,,,
